"","ISO","name","region","AES","EGIDS","L1_pop","L1_pop_prop","island","documentation","area","bordering_language_richness","bordering_language_richness_perkm","bordering_language_evenness","language_richness","threatened_languages","threatened_prop_languages","language_evenness","official_status","language_of_education","minority_education","education_spending","years_of_schooling","GDPpc","life_expectancy_60","urban_change","roads","pop_density","human_footprint","cropland","pop_density_change","footprint_change","cropland_change","pasture","pasture_change","built","built_change","GINI","growing_season","temperature","temperature_seasonality","rainfall_seasonality","threatened_species","threatened_prop_species","waterways","roughness","altitude_range","world_language","Arabic","Malay","English","French","Hindustani","Mandarin","Portuguese","Russian","Spanish","Western_Africa","Oceania","Europe","Southern_Asia","South_America","Northern_America","Africa","South.Eastern_Asia","Arab","Asia","Central_America","Australia_and_New_Zealand","poly_definite","pol_borderline","isolates","family_id","vehicularity","mono_family","isolate_or_mono","small_family","family_sizes","isolate_OR_small_family","poly","Macroarea","islands11km"
"43","abz","Abui","South-Eastern Asia","shifting","6a",16000,215.5337435,1,"detailed",627.2398512,6,0.049964601,0.881430889,17,5,0.294117647,0.838205933,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.057948955,74.23431595,10.41003126,0.688421053,70.54625982,10.0519043,0.683076923,0,0,0,0,45.6,190.75,297.5171365,73.94679221,82.16019598,3,0.061243572,0.04638262,6.116060734,568.1637573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"timo1261",FALSE,FALSE,FALSE,FALSE,21,FALSE,"All Languages","Papunesia",TRUE
"44","aca","Achagua","South America","shifting","6b",250,41.03893314,0,"detailed",3413.503013,2,0.007296576,0.001242031,3,1,0.333333333,0.000784,0,0,1,4.45980978,7.4,6336.709214,21.38934698,34.178,0.219318509,7.45310983,7.104765369,0.016592593,7.25250064,6.722143459,0.016592593,0.686962963,0.643291667,0.001185185,0.001185185,49.8,311.5,299.8407256,122.4255852,63.01075419,11.75,0.052594746,0.107429844,4.834309995,1314.366328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,"araw1281",FALSE,FALSE,FALSE,FALSE,51,FALSE,"Polysynthetic","South America",FALSE
"45","acd","Gikyode","Western Africa","not endangered","5",10400,154.0269632,0,"basic",804.5338761,3,0.021441474,0.33768196,14,0,0,0.743155756,0,0,0,5.737373466,6.377046767,1196.363158,15.52159234,32.00819084,0.153527661,52.48077549,7.31804462,0.001176471,50.56335262,6.91581389,-0.000452,0.118235294,0.110974265,0,0,41.32110746,217,299.5735011,133.4370322,76.19567771,12,0.064864865,0.031496164,4.998162508,376.9318085,1,0,0,0.865436153,0.134563847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"46","ace","Acehnese","South-Eastern Asia","threatened","6b",3500000,35411.01422,0,"detailed",17655.56414,6,0.002339913,0.376778881,2,1,0.5,0.033970516,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.076364632,112.1547794,13.04035794,0.731092985,105.3545198,12.39250094,0.70063998,0,-1.02e-06,0.00685155,0.005894508,45.6,365.5,299.5727104,43.00355035,31.12372325,27.5,0.127477477,0.001014202,6.805859804,1227.176697,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"47","ach","Acoli","Africa","not endangered","5",1197000,13802.27921,0,"detailed",32136.11582,10,0.008595608,0.74219216,1,0,0,0,0,0,0.927891555,2.3483893,5.263945777,838.1022804,17.1210647,18.18908081,0.204835438,78.07656548,7.238048963,0.132853792,75.67881768,6.859847994,0.126322247,0.134354965,0.126070172,0,0,41.66054223,257.8333333,297.1501419,118.6359984,56.47209533,3,0.01754386,0,5.232975324,659.1866659,1,0.072108445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"nilo1247",FALSE,FALSE,FALSE,FALSE,50,FALSE,"All Languages","Africa",FALSE
"48","aci","Akacari","Southern Asia","extinct","10",0,0,1,"basic",472.4909205,1,0.005981059,NA,4,3,0.75,0,0,0,1,3.267275778,5.322970333,1335.135519,17.67783503,15.40461856,0.15336946,30.68516232,6.867257017,0.004,28.63886287,6.189553454,-0.04,0,0,0,0,45.67081529,260.875,300.2944946,96.2930534,89.76310912,7,0.21875,0.076145336,4.28423357,76.31477737,0.94074641,0,0,0.94074641,0,0.94074641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"grea1241",FALSE,FALSE,FALSE,FALSE,9,FALSE,"All Languages","Eurasia",TRUE
"49","ack","Akakora","Southern Asia","extinct","10",0,0,1,"basic",632.7555896,1,0.005002835,NA,5,2,0.4,0,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.212573016,59.82348165,7.918422138,0.004705882,56.70748334,7.118079579,-0.04959276,0,0,0.042352941,0.039372549,46.45,276,299.912615,75.18562037,70.14789352,4.5,0.150301029,0.054478793,3.996647477,67.76947403,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"grea1241",FALSE,FALSE,FALSE,FALSE,9,FALSE,"All Languages","Eurasia",TRUE
"50","acl","Akarbale","Southern Asia","extinct","10",0,0,1,"basic",347.8295353,2,0.023395385,NA,10,7,0.7,0,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.193373338,31.21589558,7.065973846,0.004,29.13420314,6.292100483,-0.059384615,0,0,0,0,46.45,271,299.8929525,86.31120199,83.27045085,6,0.195581897,0.054461297,4.28423357,75.4839859,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"grea1241",FALSE,FALSE,FALSE,FALSE,9,FALSE,"All Languages","Eurasia",TRUE
"51","acn","Longchuan Achang","Asia","shifting","7",62700,682.1048496,0,"detailed",1531.878702,5,0.014079534,0.011866105,9,1,0.111111111,0.021496677,0,0,1,3.341941844,6.94568674,4155.017635,19.26385679,38.36212535,0.229480368,131.439501,8.607452337,0.13442623,124.188755,8.143011155,0.132005044,0,0,0.005245902,0.005245902,41.6592048,276,290.1702825,441.6555617,86.26462802,30,0.127353183,0.073579861,6.605379581,1525.952393,0.889277106,0,0,0,0,0,0.889277106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"52","acp","Eastern Acipa","Western Africa","not endangered","6a",5000,75.68022006,0,"little or none",1524.882284,4,0.024194918,0.037695738,8,0,0,0.034942233,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.337274115,55.68691727,14.72779924,0.916129032,53.73404706,14.20102147,0.916129032,0.021774194,0.003014113,0,0,41.9,164,299.551699,201.3786916,109.3994029,4,0.02962963,0.002520233,4.743983269,298.1647644,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"53","acr","Achi","Central America","threatened","5",85600,263.0081547,0,"detailed",2853.15555,5,0.021966776,0.03678255,10,2,0.2,0.026480741,0,0,1,2.95517993,4.6,2909.509715,21.63226021,19.559,0.264834654,116.891957,8.872225084,0.032566372,112.2715005,8.226162342,-0.001061947,0.180530973,0.17465708,0.001061947,0.001061947,46.8,232,293.3148292,112.3663238,68.85619199,33,0.162561576,0.062727988,6.586398125,1687.895793,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,"maya1287",FALSE,FALSE,FALSE,FALSE,31,FALSE,"All Languages","North America",FALSE
"54","acs","Acroá","South America","extinct","10",0,0,0,"little or none",37554.49315,5,0.00517265,0.000141,1,0,0,0,0,0,1,5.648799896,6.9,11286.24302,21.67862894,40.17,0.277062533,56.99591846,11.8513182,0.492923077,53.78204861,11.28416934,0.492579367,0.192488294,0.167664716,0.020120401,0.019028763,46.3,268.75,296.4670785,160.8373071,37.91428477,11.25,0.055434439,0.017546952,5.233447313,513.1735306,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1710",FALSE,FALSE,FALSE,FALSE,21,FALSE,"All Languages","South America",FALSE
"55","acu","Achuar-Shiwiar","South America","shifting","5",7000,2011.867903,0,"detailed",21385.57912,6,0.006917332,0.000844,4,1,0.25,0.000671,0,0,1,3.658034602,8.302443482,4891.593654,21.94921139,30.43418481,0.124068305,2.872856381,1.495613896,0.011064815,2.792885823,1.419171403,0.011061254,4.63e-05,4.34e-05,0,-0.000191,45.79479008,326.375,298.5209229,43.81304638,15.13973261,9,0.028301887,0.065162818,5.494170606,1562.112747,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"jiva1245",FALSE,FALSE,FALSE,FALSE,4,FALSE,"All Languages","South America",FALSE
"56","acv","Achumawi","Northern America","nearly extinct","8b",10,8.50325511,0,"basic",632.0299609,1,0.005569197,0,2,0,0,0,0,0,1,5.194859982,13.2,49405.7673,23.27545261,12.062,0.120046999,5.149211936,4.039070103,0.013333333,4.829578746,3.775609703,0.013333333,0.227407407,0.213240741,0,-0.00108642,37.4,65,282.5094821,708.8761155,56.89255668,1.666666667,0.015952283,0,6.111812353,989.4763489,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,TRUE,FALSE,"pala1350",FALSE,TRUE,TRUE,TRUE,1,TRUE,"Polysynthetic","North America",FALSE
"57","acz","Acheron","Arab","threatened","5",9830,1167.410098,0,"basic",47.17661502,4,0.151151513,0.022424084,20,11,0.55,0.056857294,0,0,0,2.082225025,3.1,1443.091356,17.76118621,23.624,0.334557989,9.157591921,12.91138422,0.92,8.562895144,12.36192271,0.92,0.055,0.0153125,0,0,36.1,134,299.5871688,160.7522329,110.0985057,3.5,0.041459252,0,4.566905975,306.5653992,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,"narr1279",FALSE,FALSE,FALSE,FALSE,8,FALSE,"All Languages","Africa",FALSE
"58","ada","Adangme","Western Africa","not endangered","4",800000,2592.03573,0,"basic",4567.11343,6,0.010039855,0.47957507,9,1,0.111111111,0.415615555,1,0,0,5.941709995,6.7,1299.344949,15.59409806,32.155,0.360249291,187.6542498,10.93945041,0.164044944,179.3334422,10.3607769,0.162610199,0.056797753,0.05270014,0.003595506,0.00317603,41.2,263.375,299.8732024,115.1333524,56.26433378,7,0.034482759,0.044228824,4.778396726,282.1754456,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"59","add","Dzodinka","Western Africa","not endangered","6a",2600,33.694625,0,"basic",124.0185645,6,0.081548348,0.800597485,37,4,0.108108108,0.704976818,0,0,0,2.837816015,5.276095596,1526.977045,15.96704477,39.99195051,0.162381472,64.0233494,6.445054631,0,60.60346725,5.717238719,-0.066923077,0.01,0.009375,0,0,42.81314715,238,297.546677,123.6704788,81.76946894,25.5,0.139734582,0,5.829763412,1108.035416,1,0,0,1,0.760955958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"60","ade","Adele","Western Africa","not endangered","5",27300,395.3176719,0,"basic",1382.427533,7,0.038373507,0.662025224,13,0,0,0.28397264,0,0,0,5.019217387,5.242003375,834.4259214,15.26676555,31.49221903,0.186056401,37.80450527,6.499693869,0.003571429,36.3204552,6.103239787,-0.005989011,0,0,0,0,41.74674873,234.5,298.7583567,126.9539453,72.69864213,11.5,0.061228244,0.014515763,4.998162508,376.9318085,1,0,0,0.392501406,0.607498594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"61","adg","Andegerebinha","Australia and New Zealand","nearly extinct","8b",10,3290.613387,0,"basic",19640.57309,2,0.003801716,9.61e-05,1,0,0,0,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.229479305,0.003098419,1.577070203,0,0.002891984,1.478503315,0,0.001286255,0.001205864,0,0,32.8,30,297.0443897,598.6073441,76.64911578,0,0,0,3.965088129,142.9008179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"pama1250",FALSE,FALSE,FALSE,FALSE,151,FALSE,"All Languages","Australia",FALSE
"62","adh","Adhola","Africa","not endangered","5",360000,617.4773182,0,"basic",895.3935423,5,0.040271546,0.879870392,12,0,0,0.803782148,0,0,0.990592608,2.464559804,5.307525914,817.1513373,17.1888335,18.78296051,0.474959659,447.863132,16.91865348,0.859459459,430.3670159,16.0431971,0.834594595,0.031621622,0.018530405,0,0,41.32728144,294,296.0029771,66.77079991,39.09041223,6.5,0.031875526,0.001894292,5.148241937,938.9922981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"nilo1247",FALSE,FALSE,FALSE,FALSE,50,FALSE,"All Languages","Africa",FALSE
"63","adi","Bori-Karko","Southern Asia","not endangered","5",98090,7737.727427,0,"detailed",24567.94016,12,0.008846006,0.105494281,5,0,0,0,0,0,1,3.53016738,6.257079447,2797.858608,18.56566163,27.44099424,0.276264349,19.61546289,5.898489497,0.175301205,18.63069897,5.590568811,0.172480692,0.134608434,0.121080572,0,0,44.75839583,217,281.6739684,572.8214853,89.53594315,18.33333333,0.154834495,0.083295123,7.050323009,3936.284912,1,0,0,0.548905554,0,0.548905554,0.451094446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"64","adj","Adioukrou","Western Africa","not endangered","5",100000,171.7520212,0,"detailed",1440.332994,9,0.052370131,0.330950627,13,0,0,0.552828951,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.237412892,109.6222513,8.969192023,0,102.9783028,8.429719216,-0.000939,0,0,0.008813559,0.008723164,41,308,299.4161995,112.1542861,85.71398296,15.5,0.081592881,0.066003669,4.189496994,170.2126007,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"65","adl","Galo","Southern Asia","threatened","5",30000,736.7532525,0,"detailed",3730.907278,2,0.008935211,0.855838427,5,1,0.2,0,0,0,1,3.42347002,5.4,1357.563719,17.73565852,15.676,0.22021254,26.00270614,6.592883949,0.026216216,24.54273309,6.229159667,0.026049896,0,0,0,0,46.45,287,292.6069239,475.2668168,83.38777792,23.66666667,0.170491673,0.070897087,7.050323009,3936.284912,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"66","adn","Adang","South-Eastern Asia","shifting","6b",3000,40.4125769,1,"detailed",71.18014492,2,0.056116389,0.570853857,16,4,0.25,0.832764941,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.024874444,74.2343159,10.56671774,0.749830508,70.54625978,10.18278093,0.737001304,0.000508,0.000222,0,0,45.6,204,299.4440674,61.99312305,83.96428108,2,0.064516129,0.046506823,6.116060734,568.1637573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"timo1261",FALSE,FALSE,FALSE,FALSE,21,FALSE,"All Languages","Papunesia",TRUE
"67","ado","Abu","Oceania","shifting","6a",4200,354.0044587,0,"little or none",1115.906642,7,0.04264989,0.87483388,30,7,0.233333333,0.820251713,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.044438773,10.60604678,8.972222387,0.852444444,10.19344319,8.833929257,0.852444444,0,0,0,0,47.8,366,299.7612542,25.24464488,39.34975325,2,0.020618557,0.000924,5.888193766,1331.161784,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"lowe1437",FALSE,FALSE,FALSE,FALSE,30,FALSE,"All Languages","Papunesia",FALSE
"68","adq","Adangbe","Western Africa","threatened","6b",2200,8.85787063,0,"basic",622.1514933,3,0.022580785,0.587465215,9,0,0,0.497182234,0,0,0,5.544749605,6.072605369,1099.284334,15.45324268,31.86979686,0.385119026,103.4213248,9.8943802,0.012173913,99.41473876,9.300981437,0.012173913,0.006086957,0.005706522,0,0,41.43527299,252,300.0505596,119.2377325,53.99573569,8,0.043027769,0.007683819,4.86211729,298.1988068,1,0,0,0.73858557,0.26141443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"69","adr","Adonara","South-Eastern Asia","not endangered","6a",98000,692.8439424,0,"basic",589.4238099,2,0.013433197,0.468995594,11,2,0.181818182,0.577524898,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.19630892,153.4278943,15.87137604,0.8,146.0731197,15.18459361,0.788571429,0,0,0,0,45.6,175.5,299.8887537,60.11696449,88.93953499,3,0.05600904,0.087863683,5.88604784,359.1753235,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"70","adt","Adnyamathanha","Australia and New Zealand","shifting","8b",110,1563.063387,0,"basic",12961.26958,1,0.001916072,0,2,1,0.5,8.03e-07,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.200342457,0.050498518,4.247738953,0.000463,0.047125937,3.98207187,0.000463,0.592857143,0.555781853,0,0,32.8,30.5,292.6665044,636.5642951,31.47705994,0,0,0,4.942745447,340.1503983,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"pama1250",FALSE,FALSE,FALSE,FALSE,151,FALSE,"All Languages","Australia",FALSE
"71","adw","Amundava","South America","threatened","6b",83,13.91712385,0,"little or none",2112.604267,2,0.011455511,9.95e-06,5,3,0.6,8.12e-05,0,0,1,5.648799896,6.9,11286.24302,21.67862894,40.17,0.120647504,4.113110229,7.761537798,0.619759036,3.887600354,7.610869396,0.619759036,0.001927711,0.001475904,0,0,46.3,277,298.3637273,54.37831624,66.54054476,9,0.035650414,0.005622545,3.933862209,138.7994347,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"tupi1275",FALSE,FALSE,FALSE,FALSE,65,FALSE,"All Languages","South America",FALSE
"72","adx","Amdo Tibetan","Asia","not endangered","6a",1800000,165060.8888,0,"detailed",287019.2073,15,0.004513953,0.012469237,0,0,0,0,0,0,1,3.66,7.3,4550.453596,19.57563486,41.757,0.25155904,9.091054911,8.230574223,0.50193022,8.634728611,7.85393942,0.501732605,0.241058844,0.203310189,0.000618,0.000608,42.7,101.25,271.4282802,827.1072843,93.37844537,8.266666667,0.128479119,0.049679296,6.123123169,1276.751831,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"73","ady","Adyghe","Europe","threatened","2",467800,2832.688989,0,"detailed",2947.480151,5,0.004915051,0.516183004,2,0,0,0.152370719,0,0,0.431123073,4.194044276,9.142064956,8938.867237,19.52711458,28.53979464,0.299554554,251.2313631,15.82009977,0.324521739,241.2678087,14.91736527,0.29380602,0.028521739,0.027461957,0.139130435,0.132498551,36.7968802,123.75,286.0573282,786.3973012,51.93382513,4.888888889,0.06069615,0,5.981981277,936.2339478,0.706703289,0.275580216,0,0,0,0,0,0,0.431123073,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,"abkh1242",TRUE,FALSE,FALSE,FALSE,5,FALSE,"Polysynthetic","Eurasia",FALSE
"74","adz","Adzera","Oceania","threatened","4",30000,996.5019174,0,"basic",1708.479745,11,0.049794423,0.621086996,39,6,0.153846154,0.705310248,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.099351139,19.36988985,10.92585427,0.792463768,18.62064727,10.64751736,0.791973244,0,0,0,0,47.8,366,297.7043729,62.30147439,41.51820079,7.5,0.045326762,0.022238854,6.958115339,1916.283508,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"75","aea","Areba","Australia and New Zealand","nearly extinct","10",0,0,0,"little or none",20055.97626,4,0.007150769,0.325011211,3,1,0.333333333,2e-04,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.008296062,0.005877218,2.208282435,0,0.005485399,2.070264783,0,0.425360697,0.398775653,0,0,32.8,130.3333333,300.4600062,292.3374641,121.7527217,0,0,0,3.735556722,147.7705002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"pama1250",FALSE,FALSE,FALSE,FALSE,151,FALSE,"All Languages","Australia",FALSE
"76","aee","Northeast Pashayi","Southern Asia","threatened","6a",54400,278.5003667,0,"basic",294.619786,4,0.044655991,0.064325669,14,2,0.142857143,0.275328579,0,0,0,3.43611002,3.2,528.7366481,16.10790653,16.849,0.281419361,140.8999656,11.66400696,0.221538462,135.390851,10.96846807,0.195976331,0.337692308,0.317884615,0,0,30.15,142,285.0911436,820.9677429,75.72251238,6,0.073170732,0.065627976,7.082107067,3754.145508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"indo1319",FALSE,FALSE,FALSE,FALSE,395,FALSE,"All Languages","Eurasia",FALSE
"77","aek","Haeke","Oceania","moribund","8b",300,57.84586431,0,"basic",48.78164374,3,0.110963447,0.257267468,17,14,0.823529412,0.700738609,0,0,1,5.500279903,10.9,41282.99081,20.49823981,32.896,0.258574876,18.27235858,12.10666657,0.706666667,17.59757061,11.45583324,0.661538462,0,0,0,0,29.4,347,296.5616319,234.4750519,52.75358073,4,0.153846154,0.015099281,5.69926405,199.3482857,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"78","ael","Ambele","Africa","threatened","6a",2600,28.92995369,0,"basic",250.2873751,7,0.094585032,0.808852706,40,12,0.3,0.455889129,0,0,0,2.768019915,5.3,1286.515572,16.68520433,41.84,0.229322638,75.5831191,7.958279937,0,70.42711097,7.496569259,-0.004195804,0,0,0,0,43.1,289,296.7475494,105.1709012,74.0360912,47,0.166666667,0.015890949,5.925098896,1106.72113,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"79","aem","Arem","South-Eastern Asia","nearly extinct","8b",40,0.415943744,0,"basic",232.9548419,4,0.042913463,0.056883669,12,4,0.333333333,0.086078632,0,0,0,3.631710867,6.046610841,1226.089807,19.3700232,23.57265885,0.204530284,21.0411421,2.951152509,0,19.74367205,2.529517978,-0.046538462,0,0,0,0,36.15728867,287,293.509565,341.8778311,87.01642785,41.5,0.144594265,0.0407292,6.122921944,712.0228271,0.517796386,0,0,0,0.517796386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1305",FALSE,FALSE,FALSE,FALSE,145,FALSE,"All Languages","Eurasia",FALSE
"80","aeq","Aer","Southern Asia","shifting","6b",100,0.446906314,0,"little or none",0.137073262,0,0,0,8,1,0.125,0.191899127,0,0,0,2.493439913,4.7,993.3829437,17.7437307,14.338,0.192982979,366.8440393,19.54989304,1,351.4725521,18.44302472,0.923076923,0,0,0,0,34.2,39,300.13382,564.5975952,153.0561218,3,0.052631579,0,3.345421553,81.64800644,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"indo1319",FALSE,FALSE,FALSE,FALSE,395,FALSE,"All Languages","Eurasia",FALSE
"81","aer","Eastern Arrernte","Australia and New Zealand","shifting","4",2380,94345.75848,0,"detailed",32665.47781,1,0.001332102,0,1,0,0,0,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.241970484,0.809921749,1.898559009,0,0.755945648,1.779515776,0,0,0,0.001800153,0.001623188,32.8,34,294.599209,625.2187307,61.99718015,1,0.025,0,4.53102386,321.3941612,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"pama1250",FALSE,FALSE,FALSE,FALSE,151,FALSE,"All Languages","Australia",FALSE
"82","aeu","Akeu","South-Eastern Asia","shifting","7",11400,153.4103848,0,"basic",4732.72409,8,0.016519633,0.306465169,4,0,0,0.303686568,0,0,0.513056568,3.70358654,7.294822552,4692.060332,20.5101172,34.81942493,0.227785422,45.18426025,7.676721166,0.089842932,42.71141671,7.262148606,0.086153846,5.24e-05,3.93e-05,0.002303665,0.002303665,41.37613077,270.2142857,295.0575002,310.2466327,82.6103432,31.125,0.136305965,2.08e-05,6.088199258,745.2794495,0.48100465,0,0,0,0,0,0.48100465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
