"","ISO","name","region","AES","EGIDS","L1_pop","L1_pop_prop","island","documentation","area","bordering_language_richness","bordering_language_richness_perkm","bordering_language_evenness","language_richness","threatened_languages","threatened_prop_languages","language_evenness","official_status","language_of_education","minority_education","education_spending","years_of_schooling","GDPpc","life_expectancy_60","urban_change","roads","pop_density","human_footprint","cropland","pop_density_change","footprint_change","cropland_change","pasture","pasture_change","built","built_change","GINI","growing_season","temperature","temperature_seasonality","rainfall_seasonality","threatened_species","threatened_prop_species","waterways","roughness","altitude_range","world_language","Arabic","Malay","English","French","Hindustani","Mandarin","Portuguese","Russian","Spanish","Western_Africa","Oceania","Europe","Southern_Asia","South_America","Northern_America","Africa","South.Eastern_Asia","Arab","Asia","Central_America","Australia_and_New_Zealand","poly_definite","pol_borderline","isolates","family_id","vehicularity","mono_family","isolate_or_mono","small_family","family_sizes","isolate_OR_small_family","poly","Macroarea","islands11km"
"1481","dui","Dumun","Oceania","moribund","8b",35,1.995717049,0,"little or none",53.54627562,3,0.094081667,0.898835249,51,9,0.176470588,0.74585648,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.065903899,15.93569326,8.066908302,0.68,15.27252376,7.860226529,0.68,0,0,0,0,47.8,366,297.37645,32.14990997,50.11080551,5,0.033279459,0.012498444,7.110357523,2141.664124,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"1482","duk","Duduela","Oceania","threatened","6a",470,17.84202732,0,"little or none",113.5683892,4,0.09221877,0.920402815,69,18,0.260869565,0.700430666,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.080886345,19.31263973,10.100384,0.744,18.51084453,9.794609997,0.744,0,0,0,0,47.8,366,298.3362272,40.87746302,43.1885554,2,0.012903226,0.044413514,7.110357523,2141.664124,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"1483","dul","Alabat Island Agta","South-Eastern Asia","nearly extinct","8b",30,0.095984006,1,"basic",24.62550779,1,0.052041149,0,1,0,0,0,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.281362739,312.5520739,14.94017655,0.63552,296.8571071,14.28719552,0.628283077,0,0,0.00864,0.008341333,41.6,331,300.3170799,111.9903336,56.14224243,6,0.052173913,0.049038662,5.809245745,415.393809,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"1484","dun","Dusun Deyah","South-Eastern Asia","not endangered","6a",20000,354.6055839,0,"basic",1820.967497,4,0.016595552,0.263193764,5,2,0.4,0.231048846,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.216250621,77.82101222,9.230240062,0.424533333,74.98363803,8.852216726,0.422769231,0,0,0,0,45.6,366,299.8688444,26.84051141,35.50388814,24,0.167572065,0.014075543,5.361648083,288.0073547,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"1485","duo","Dupaninan Agta","South-Eastern Asia","shifting","6b",1200,8.996409532,0,"detailed",2890.685469,5,0.013802755,0.207901663,7,2,0.285714286,0,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.205809335,26.39245603,7.384020847,0.285052632,25.41206762,7.005028416,0.270186235,0,0,0,0,41.6,313.5,297.3121875,183.2339223,63.34149907,6,0.055555556,0.064921823,6.420091867,772.3557485,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"1486","duq","Dusun Malang","South-Eastern Asia","threatened","6b",4500,542.8248447,0,"basic",4656.183185,8,0.018807923,0.507623819,7,1,0.142857143,0.843040804,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.137151426,11.16550975,4.966301191,0.137354497,10.57073096,4.758208953,0.137354497,0,0,0,0,45.6,366,300.5399083,23.58903226,26.99070214,26.4,0.161651177,0.062862272,4.958111227,415.7054901,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"1487","dur","Dii","Africa","not endangered","5",47000,2202.080279,0,"detailed",13131.37874,10,0.013390691,0.282657065,6,3,0.5,0.277527663,0,0,0,2.768019915,5.3,1286.515572,16.68520433,41.84,0.23465048,22.70450892,4.715952335,0.064632768,22.06216812,4.389397074,0.052609011,0,0,0,-6.53e-05,43.1,195,297.6850579,164.3711977,99.46044904,17,0.107594937,0.001445339,5.26025784,603.6871529,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1488","dus","Dumi","Southern Asia","nearly extinct","7",7640,83.5964403,0,"detailed",148.2543507,4,0.071595763,0.778997972,35,25,0.714285714,0,0,0,0,3.703589916,3.3,592.4010975,17.26859835,15.856,0.203335557,164.8582958,11.8576087,0.43,151.0340653,11.04213315,0.383846154,0,0,0,0,37.15,167.25,289.8575327,420.4185638,103.7540042,17.5,0.109478936,0.056650486,5.830791116,2290.923584,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"Polysynthetic","Eurasia",FALSE
"1489","duu","Drung","Asia","threatened","6a",14225,2215.82899,0,"detailed",4280.162718,3,0.008804272,0.709511486,5,2,0.4,0.487245317,0,0,1,3.574044149,7.204246135,4443.586239,19.49137621,40.83952835,0.086161392,7.528538469,3.002054439,0.021627907,7.110704556,2.817070251,0.016797853,0,0,0,0,42.41872302,195.5,279.609743,606.2506275,68.77278275,31,0.144186047,0.081180573,7.115923405,2832.20166,0.970076917,0,0,0,0,0,0.970076917,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"1490","duv","Duvle","South-Eastern Asia","threatened","6a",930,31.025878,0,"basic",800.5921057,5,0.040446347,0.037613646,15,5,0.333333333,0.236787512,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.004914459,23.79448936,2.858823529,0.056470588,23.56802597,2.744191176,0.0560181,0,0,0,0,45.6,366,299.8476384,60.00210076,13.04612008,4,0.037383178,0,6.374885559,1396.417938,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"lake1255",FALSE,FALSE,FALSE,FALSE,19,FALSE,"All Languages","Papunesia",FALSE
"1491","duw","Dusun Witu","South-Eastern Asia","threatened","6b",5000,175.6802427,0,"little or none",674.5114274,4,0.024202068,0.887943969,8,3,0.375,0.513519827,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0.125695248,30.42429765,6.989842344,0.0848,28.91545522,6.632977198,0.0848,0,0,0,0,45.6,366,300.7421569,25.8004167,33.78847744,27,0.163636364,0.061423134,4.506129146,225.969635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"1492","dux","Duungooma","Western Africa","not endangered","6a",70000,744.9158243,0,"basic",2344.943992,6,0.016010068,0.645286604,9,1,0.111111111,0.674676103,0,0,0.005523125,3.52746339,1.996686125,685.9609843,15.23003879,30.47030404,0.25568229,48.66027452,11.69245915,0.540425532,46.81999569,11.25489854,0.540425532,0.069680851,0.056130319,0,0,37.91077009,165,300.0183557,170.493268,105.0860122,1,0.008237288,0,4.133498907,146.390686,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"mand1469",FALSE,FALSE,FALSE,FALSE,69,FALSE,"All Languages","Africa",FALSE
"1493","duy","Dicamay Agta","South-Eastern Asia","extinct","10",0,0,0,"little or none",343.6688021,1,0.011374323,NA,14,3,0.214285714,0.147893293,0,0,1,2.595340014,9,2217.474009,17.17240194,16.385,0.294040735,246.3563322,18.80629732,0.990769231,234.0284446,17.79436528,0.939881657,0,0,0,0,41.6,293,299.8946802,211.3131151,83.15946245,5.5,0.051587302,0.089955129,6.420091867,1049.937195,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"1494","duz","Duli-Gewe","Africa","extinct","9",0,0,0,"little or none",1998.222912,2,0.011163888,0,8,1,0.125,0.363495244,0,0,0,2.768019915,5.3,1286.515572,16.68520433,41.84,0.249896973,123.1272006,12.14547563,0.668915663,119.7237064,11.74544967,0.668915663,0,0,0.004819277,0.004240964,43.1,169,300.679279,225.3209078,105.2289291,9.75,0.069985577,0.048306453,5.355997562,505.0318298,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1495","dva","Duau","Oceania","not endangered","6a",3550,119.2940686,1,"little or none",224.341611,2,0.024442428,0.863120569,6,1,0.166666667,0.747655077,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.024916391,29.75839497,4.957723362,0.128,28.5387953,4.766365652,0.128,0,0,0,0,47.8,331,297.8886618,78.29158211,25.41132991,3.5,0.040278225,0.074821151,5.18411243,425.5939465,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",TRUE
"1496","dwa","Diri","Western Africa","not endangered","6a",7200,34.47852782,0,"little or none",501.6129336,5,0.055481882,0.016350326,10,4,0.4,0.020054159,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.335580625,115.8290606,14.57791932,0.908,111.7469381,14.12654936,0.908,0,0,0,0,41.9,134,299.0839117,252.9342626,126.3967339,1,0.009009009,0,4.739094019,480.6806335,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"afro1255",FALSE,FALSE,FALSE,FALSE,295,FALSE,"All Languages","Africa",FALSE
"1497","dww","Dawawa","Oceania","not endangered","5",2500,186.029626,0,"little or none",217.4827358,4,0.05885875,0.79647786,25,3,0.12,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.026513485,14.21256477,5.381977994,0.19,13.59466589,5.19122937,0.19,0,0,0,0,47.8,297,296.8218882,82.16699829,19.16710663,9.5,0.06182749,0.025977889,6.134134293,724.4180908,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"aust1307",FALSE,FALSE,FALSE,FALSE,1149,FALSE,"All Languages","Papunesia",FALSE
"1498","dya","Dyan","Western Africa","not endangered","6a",14100,242.3982935,0,"basic",365.5586886,7,0.071716317,0.411716849,10,0,0,0.525915132,0,0,1,4.478759766,1.4,647.8358465,15.27762615,24.043,0.193936441,58.17605917,6.513720478,0.133333333,56.79859171,6.213779613,0.133333333,0.000667,5e-04,0,0,39.85,170.5,300.6108917,175.5207609,101.7533282,4,0.030597876,0,4.121711969,143.8329124,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1499","dyb","Dyaberdyaber","Australia and New Zealand","extinct","10",0,0,0,"little or none",3966.414423,3,0.010418985,NA,4,3,0.75,0,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.100477266,0.063201729,1.363186793,0,0.058991967,1.278042772,0,0.148958333,0.139648438,0,0,32.8,110.25,299.8684199,300.8350716,127.4685728,1,0.015909091,0.000505,4.478431582,121.0185213,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"nyul1248",FALSE,FALSE,FALSE,FALSE,8,FALSE,"All Languages","Australia",FALSE
"1500","dyd","Dyugun","Australia and New Zealand","nearly extinct","10",0,0,0,"little or none",6613.595664,4,0.010053421,2.21e-06,5,4,0.8,2.81e-06,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.150417974,1.250757667,2.303065318,0,1.167402106,2.159904986,0,0.224458333,0.210424479,5e-04,0.000489,32.8,93.375,300.3491042,343.8138314,129.9087382,2,0.037735849,0.002019882,4.478431582,121.0185213,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"nyul1248",FALSE,FALSE,FALSE,FALSE,8,FALSE,"All Languages","Australia",FALSE
"1501","dyi","Djimini Senoufo","Western Africa","not endangered","5",95500,3169.138109,0,"detailed",10225.16102,6,0.012505083,0.666117257,5,1,0.2,0.551226436,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.19781089,24.27058989,5.957745501,0.000385,23.48977252,5.586093213,-0.000436,0.364615385,0.341998197,0,0,41,247.5,299.9162202,130.3327133,67.55443014,12,0.067039106,9.35e-05,4.209068537,142.1133499,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1502","dym","Yanda Dom Dogon","Western Africa","shifting","6a",2000,36.08913376,0,"detailed",139.623181,4,0.08732151,0.734543089,15,1,0.066666667,0,0,0,0,3.52218008,2,686.1727237,15.2297745,30.506,0.291841041,72.70314917,7.645191967,0.072,69.68015299,7.213367469,0.072,0.208,0.193875,0,0,37.9,78,300.4354189,302.7366159,136.0615976,4,0.048500999,0,4.388505459,165.7788849,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"dogo1299",FALSE,FALSE,FALSE,FALSE,12,FALSE,"All Languages","Africa",FALSE
"1503","dyo","Jola-Fonyi","Western Africa","not endangered","5",407000,4519.737545,0,"detailed",7189.183646,16,0.028357454,0.436914284,14,3,0.214285714,0.393009316,0,0,0,5.825839992,2.441248263,1227.621664,16.52367326,26.28829386,0.182795021,85.12138801,9.342006547,0.232394366,81.89337152,8.856687476,0.225536295,0.144049296,0.13290713,0.001267606,0.001183099,39.64064581,149.5,299.7212884,142.6154437,148.0253413,7,0.041916168,0.017102496,3.006101012,32.27769279,1,0,0,0.102981603,0.896740286,0,0,0.000278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1504","dyu","Dyula","Western Africa","not endangered","3",2500000,139514.0659,0,"detailed",10520.02622,24,0.020419074,0.7269478,7,1,0.142857143,0.634603977,1,1,0.460168621,4.442065828,2.909296026,954.1119906,14.6221273,28.6855372,0.161931566,38.20704257,8.151966215,0.289223529,37.34314241,7.812662444,0.289223529,0.380988235,0.356139706,0,-6.27e-06,40.46766123,174.8333333,300.3441637,131.1192391,87.58064107,4.833333333,0.031840828,0,4.221273899,133.0319519,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"mand1469",TRUE,FALSE,FALSE,FALSE,69,FALSE,"All Languages","Africa",FALSE
"1505","dyy","Dyaabugay","Australia and New Zealand","nearly extinct","8a",29,2.221520289,0,"detailed",649.5182154,2,0.020102543,2.32e-05,5,3,0.6,0.000146,0,0,0,5.083129883,12.4,52022.1256,25.03239729,4.375,0.142784489,5.821329082,3.881037705,0,5.433278436,3.657385892,0,0,0,0.006956522,0.00626087,32.8,193,296.1636958,252.1067052,89.62166622,16.5,0.104131837,0.008313587,5.62198925,450.5400696,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,"pama1250",FALSE,FALSE,FALSE,FALSE,151,FALSE,"All Languages","Australia",FALSE
"1506","dza","Tunzu","Western Africa","shifting","6b",2500,10.58820445,0,"little or none",41.84994223,2,0.082856015,0.066779641,34,8,0.235294118,0,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.273168282,112.9447816,14.08495749,0.82,108.7860441,13.59964764,0.82,0.01,0.00375,0,0,41.9,134,296.2494377,196.0769501,106.7186394,1,0.007462687,0,5.087510467,679.3311615,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1507","dzg","Dazaga","Arab","not endangered","3",381000,523208.4284,0,"detailed",479391.0978,11,0.002154227,0.592641312,0,0,0,0,0,0,0.80540742,2.612646782,1.822797174,819.1531475,15.7891674,15.21588297,0.014012633,2.608938341,1.148706506,0.000316,2.55210243,1.092216586,0.000315,0.072667775,0.068124903,0,0,40.03314087,25.76923077,300.5675669,460.6322068,137.9822943,3.717391304,0.125981472,0,3.922299385,146.932106,1,1,0,0.000961,0.995910074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,"saha1256",TRUE,FALSE,FALSE,FALSE,9,FALSE,"All Languages","Africa",FALSE
"1508","dzl","Dzalakha","Southern Asia","threatened","6a",22000,1783.576961,0,"basic",2759.450502,6,0.025964314,0.020054814,9,0,0,0.016798438,0,0,0.078527346,5.06516019,2.628438671,2330.30625,20.04239341,36.0970062,0.189359899,5.734971995,7.354798091,0.023703704,5.46486244,6.950257806,0.023162393,0.133333333,0.124774306,0,0,39.8779942,117,279.1607289,525.5448452,80.27175353,19,0.165217391,0.05624297,7.045140028,3240.611816,0.078527346,0,0,0.033788452,0,0.033788452,0.044738894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"sino1245",FALSE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"1509","dzn","Dzando","Africa","shifting","6a",6000,141.972119,0,"little or none",720.9568103,4,0.038044201,0.907604225,13,0,0,0.531960701,0,0,1,2.006820023,5.4,334.0215726,16.62404451,21.58,0.097135416,55.62357969,5.075160126,0,53.86842499,4.820462618,0,0,0,0,0,42.2,354,298.2104606,58.78622645,36.08548216,8.5,0.045303694,1.4e-06,3.587871552,119.3866882,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1510","dzo","Dzongkha","Southern Asia","threatened","1",171000,6139.833112,0,"detailed",16312.47713,15,0.01614567,0.326546787,5,1,0.2,0.060222358,1,1,0.015896735,5.166095709,2.354537581,2252.701638,20.11635554,36.3110094,0.115024348,25.81364801,6.508817379,0.093740458,24.63499522,6.171545811,0.092636524,0.04821374,0.044642176,0.002137405,0.00212112,39.60010526,178,280.0254188,504.4438587,98.85933794,15.5,0.134869905,0.023185605,6.403575182,2472.864075,0.015896735,0,0,0.013129522,0,0.013129522,0.002767212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"sino1245",TRUE,FALSE,FALSE,FALSE,389,FALSE,"All Languages","Eurasia",FALSE
"1511","ebg","Ebughu","Western Africa","shifting","6a",5000,7.026678574,0,"little or none",74.53412552,4,0.104841631,0.640009987,22,3,0.136363636,0.253391092,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.454381117,678.1991907,12.42143855,0,654.4232059,11.44509864,-0.046153846,0,0,0,0,41.9,296,299.5488209,83.96244303,66.01281484,24,0.09486166,0.075408993,5.603181601,423.7205048,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1512","ebo","Teke-Eboo-Nzikou","Africa","threatened","6b",20400,700.9177557,0,"basic",21803.32235,9,0.009996917,0.61247173,5,2,0.4,0.308280996,0,0,0.600847941,2.91789058,5.679406441,1323.285783,17.13472773,26.87994104,0.207902446,15.36888841,4.510154575,0,14.61819791,4.278324035,-0.000165,0.027837529,0.026097683,0,0,43.91635385,313.8,298.5260415,51.15024782,46.3065008,7.666666667,0.051432375,0.041152519,4.34646519,238.9093374,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1513","ebr","Ebrié","Western Africa","not endangered","5",75900,78.50012334,0,"basic",1035.132205,6,0.029746064,0.758609086,12,0,0,0.604474284,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.283781445,4537.287373,21.93016684,0,4355.261871,20.69545247,0,0,0,0.425263158,0.403438596,41,308,299.5652803,120.1660221,81.78514326,16.5,0.086074292,0.052444018,4.189496994,170.2126007,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1514","ebu","Embu","Africa","not endangered","5",429000,1869.501937,0,"basic",2889.937842,6,0.018579327,0.606172538,6,0,0,0.509307663,0,0,0,5.46399498,6.1,951.6879611,18.37216881,19.2,0.557868589,223.7515963,11.69227133,0.024482759,213.7696763,10.99925874,0.023899204,0.101206897,0.094978448,0,-0.000414,44.2,187.75,293.8741568,105.8002021,100.641048,18.5,0.086270872,0.030804047,6.078211784,1189.294281,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1515","efa","Efai","Western Africa","not endangered","6a",6320,9.728664105,0,"little or none",25.27739335,2,0.062532571,0.970950594,15,2,0.133333333,0.544699654,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.388617934,649.6267044,12.21405741,0.027897436,625.9647482,11.35942241,-0.006927022,0,0,0.043487179,0.041750427,41.9,296,299.4954018,83.90172195,66.52136993,24,0.09486166,0.075714383,5.603181601,423.7205048,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1516","efe","Efe","Africa","not endangered","6a",20000,934.4575196,0,"detailed",28249.94656,18,0.016990347,0.71626381,4,0,0,0.714448196,0,0,1,2.006820023,5.4,334.0215726,16.62404451,21.58,0.138963542,46.43671244,4.54440655,0.000211,45.04397877,4.295389912,-0.00268556,0,0,0,0,42.2,334.5,296.0309514,63.6490595,33.65675262,11.66666667,0.047464912,0,5.513251305,678.2807007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,"cent2225",FALSE,FALSE,FALSE,FALSE,61,FALSE,"All Languages","Africa",FALSE
"1517","efi","Efik","Western Africa","not endangered","3",400000,979.6340322,0,"detailed",2143.595823,11,0.038025169,0.2855077,27,6,0.222222222,0.416287636,0,0,0,3.057497391,5.200857116,2283.823169,13.70665657,34.17526367,0.326426126,553.4069953,11.22594393,0,532.1867959,10.4055006,-0.036710875,0,0,0.04091954,0.039601533,41.9102854,296,299.5096009,86.61638687,66.03108589,24,0.09486166,0.045151451,4.67139864,370.4517517,1,0,0,1,0.008571164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",TRUE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1518","ega","Ega","Western Africa","moribund","6b",2500,29.24881454,0,"basic",15.98623918,0,0,0,5,0,0,0.280762803,0,0,0,4.41245985,4.2,1216.187076,14.06116412,32.647,0.166811608,80.07100952,5.404950104,0,75.62448416,4.892140721,-0.030769231,0,0,0,0,41,312.5,299.2537674,100.303688,69.02328491,15.5,0.081870856,0.004774609,4.259774923,179.9412308,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1519","ego","Eggon","Western Africa","not endangered","6a",140000,959.4456452,0,"basic",912.1220254,4,0.03461822,0.901566675,22,2,0.090909091,0.140282592,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.255241484,176.6784734,11.03995222,0.52,169.9957411,10.63689965,0.52,0.0325,0.028645833,0,0,41.9,192,300.188143,157.0954945,95.44068394,2,0.015503876,2.14e-06,5.532274246,684.9346924,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1520","ehu","Ehueun","Western Africa","not endangered","6a",14200,29.69910214,0,"little or none",199.3534448,4,0.072613564,0.015849937,17,0,0,0.107527808,0,0,0,3.06,5.2,2292.445156,13.68090624,34.109,0.350018182,570.4884061,10.08664461,0,549.2536122,9.446229322,-0.010769231,0,0,0,0,41.9,239,298.055813,126.6170321,69.12981415,5,0.032258065,0,4.969872236,380.1930084,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"atla1278",FALSE,FALSE,FALSE,FALSE,1301,FALSE,"All Languages","Africa",FALSE
"1521","eip","Eipomek","South-Eastern Asia","threatened","6a",3000,163.9610178,0,"detailed",671.3442717,3,0.025236728,0.924091863,15,3,0.2,0.238912593,0,0,0,3.238724947,7.6,3122.362815,16.5115696,40.073,0,21.84395137,2.954285714,0.097142857,21.62239878,2.855982143,0.097142857,0,0,0,0,45.6,366,291.4378974,40.32310273,12.64204681,3,0.026086957,0,5.931137681,1920.527695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,"nucl1709",FALSE,FALSE,FALSE,FALSE,307,FALSE,"All Languages","Papunesia",FALSE
"1522","eit","Eitiep","Oceania","shifting","6b",500,22.66260414,0,"little or none",36.96955325,4,0.152964033,0.69285214,51,13,0.254901961,0,0,0,1,2.01,4,1928.29268,16.84059019,9.377,0.150876351,20.27387482,3.412454205,0.04,19.41347749,3.271675818,0.04,0,0,0,0,47.8,366,298.0250343,20.18071556,30.35830784,7,0.058823529,0.000255,5.861983538,798.9605103,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,"nucl1708",FALSE,FALSE,FALSE,FALSE,54,FALSE,"All Languages","Papunesia",FALSE
