"LANG_ISO","area","L1_pop","Bordering_LR","IE","PC_Phoible","PC_Creanza","min_dist11k","min_dist25k","min_distCont","max_areakm2","in_Phoible","in_Creanza","macroarea","macroarea_Africa","macroarea_Australia","macroarea_Eurasia","macroarea_North America","macroarea_Papunesia","macroarea_South America","macroarea_NA"
"lma",3652.26827110129,4600,10,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lmb",73.6136329844594,400,5,TRUE,NA,NA,569961.338364069,569961.338364069,1795687.39942717,4086.34549542703,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmc",3360.77057633922,0,5,FALSE,25,NA,0,0,0,NA,FALSE,TRUE,"Australia",0,1,0,0,0,0,0
"lmd",10.451716621872,30000,5,FALSE,35,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lme",4930.93877005437,35720,4,FALSE,38,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lmf",115.433381897397,7000,4,TRUE,NA,NA,30106.3920629795,30106.3920629795,652213.814650935,1278.61609786004,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmg",1440.33599988185,3650,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmh",32.894397540018,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lmi",10316.9431468159,12000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lmj",176.346926608123,8000,3,TRUE,NA,NA,30106.3920629795,30106.3920629795,652213.814650935,1278.61609786004,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmk",2841.5706400834,10000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lml",80.5955344699323,6500,1,TRUE,NA,22,615633.450429286,615633.450429286,1894289.56034723,512.590802080929,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"lmm",245.238831717521,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lmn",50702.1198433768,4150000,1,FALSE,82,38,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"lmo",27640.5076855517,3903000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lmp",1086.50252592115,73000,13,FALSE,161,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lmq",58.8093086499721,4000,3,TRUE,NA,NA,30106.3920629795,30106.3920629795,652213.814650935,1278.61609786004,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmr",21.9960584454238,4000,3,TRUE,NA,NA,30106.3920629795,30106.3920629795,652213.814650935,1278.61609786004,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmu",21.7710267435759,850,2,TRUE,NA,NA,538955.103851339,538955.103851339,1840918.20677633,452.601754624397,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmv",371.66862693429,1630,0,TRUE,NA,NA,1320476.64399311,1320476.64399311,2782655.64965543,144.911246694624,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmw",68.5205983966589,1,1,FALSE,39,36,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"lmx",213.578201658558,5000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lmy",165.686885529198,25000,3,TRUE,NA,NA,45804.7193384454,45804.7193384454,694108.797966661,10842.8495863723,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lmz",75010.9704399258,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lna",8811.92336856527,43000,14,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lnd",4451.13901170995,47500,9,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lnh",1608.43390102824,0,6,FALSE,NA,31,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"lni",26.37953066919,600,2,TRUE,NA,NA,265963.720277835,265963.720277835,1421666.37798217,8784.24771397654,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lnj",10354.154485587,0,2,FALSE,29,23,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"lnl",8077.80034856207,150000,11,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lnm",31.381829731632,420,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lnn",72.3662036918104,340,5,TRUE,NA,NA,569961.338364069,569961.338364069,1795687.39942717,4086.34549542703,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lno",2629.97112434113,38000,4,FALSE,32,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lns",1722.28412895784,240000,9,FALSE,45,29,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lnu",267.169768450083,32000,4,FALSE,NA,29,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"lnz",3064.50181383704,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"loa",573.301265856484,15000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lob",10113.1859529018,442000,11,FALSE,NA,41,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"loc",514.635808121413,85800,5,TRUE,NA,NA,10207.3102463942,10207.3102463942,1124520.29950351,9931.21502584592,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"loe",5505.89682954663,76000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lof",7.04922334570438,2600,1,FALSE,NA,32,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"log",8956.63974013674,210000,14,FALSE,39,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"loh",1960.22976560716,3620,4,FALSE,34,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"loi",4578.97350056906,8010,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"loj",28.6217190823518,1000,0,TRUE,NA,NA,307178.782494885,307178.782494885,1057360.74754918,31.9567602374591,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lok",1697.74105168344,138000,3,FALSE,25,34,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lol",225370.866488002,400000,24,FALSE,56,26,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lom",4667.79823355761,195000,6,FALSE,93,28,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lon",7919.45218989719,850000,9,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"loo",4059.68829390864,10000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lop",376.874208564986,5000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"loq",5653.54336272524,60000,11,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lor",1229.96092935684,8100,3,FALSE,38,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"los",7.14312589564361,460,1,TRUE,23,NA,273605.765231849,273605.765231849,1037507.43810848,1932.47461462393,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lot",6933.22923451394,135000,7,FALSE,56,28,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lou",1946.13137811981,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"low",219.891617291607,0,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lox",23.3399219214916,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"loy",1872.88806208223,3030,3,FALSE,85,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"loz",41356.3196486009,696000,15,FALSE,NA,21,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"lpa",4.24312123656273,400,0,TRUE,NA,NA,469374.87283602,469374.87283602,1795837.16814972,7.87874034419656,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lpe",1016.39139831578,530,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lpn",1272.24844957516,1000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lpo",889.840373164043,250000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lpx",1099.22940398287,50000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lra",1913.56783801178,23300,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lrc",22475.013851868,1500000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lrg",633.681347576901,23,4,FALSE,24,NA,0,0,0,NA,FALSE,TRUE,"Australia",0,1,0,0,0,0,0
"lri",287.381839048627,155000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lrk",3506.34289193526,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lrl",45198.8038290301,80000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lrm",175.056942516421,152500,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lrn",9.48545317817479,220,0,TRUE,NA,NA,125370.430052498,125370.430052498,509138.450838558,7414.1538661141,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lro",292.349791773129,40000,4,FALSE,NA,24,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"lrr",35.2574850674719,2500,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lrt",17.3674914073199,NA,NA,FALSE,25,NA,0,0,0,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lrv",55.3427748531103,680,6,TRUE,NA,NA,518849.552386225,518849.552386225,1792338.99515383,2073.62343852222,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lsa",217.466500652954,1000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lsd",146.3494784832,7500,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lse",2492.96295023413,42000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lsh",67.4081744216383,2340,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lsi",1765.69013851508,31800,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lsm",942.193409402935,480000,7,FALSE,34,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lsr",45.7219325080514,700,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lss",23.255010984838,15000,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lti",95.4163228552788,7500,0,TRUE,22,17,38307.3292260034,38307.3292260034,556496.479942438,102.660841752775,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"ltn",7913.34644006472,10,2,FALSE,28,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"lto",129.799452577718,122000,5,FALSE,31,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lts",377.45023544674,253000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"ltu",13.3437928538769,2130,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"ltz",3864.2815962818,336000,4,FALSE,94,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lua",54354.1646398946,6300000,12,FALSE,NA,26,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"lub",152223.649204296,1510000,12,FALSE,NA,23,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"luc",1877.67498514638,300000,5,FALSE,49,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lud",6741.2854716368,3000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lue",106820.164679273,635000,8,FALSE,36,31,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"luf",8.62524304352701,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lug",37647.1530312872,4130000,8,FALSE,33,29,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lui",269.470288209617,5,1,FALSE,60,29,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"luj",1907.42687584774,50000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"luk",265.684705287218,700,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lul",1035.94963339437,15000,5,FALSE,46,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lum",26371.9835539055,43900,5,FALSE,NA,27,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"lun",132492.098602865,403000,16,FALSE,32,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"luo",10218.1413195454,4184000,13,FALSE,105,30,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lup",10863.3603260439,22720,11,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lur",404.600493731909,NA,NA,TRUE,NA,NA,45804.7193384454,45804.7193384454,694108.797966661,10842.8495863723,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"lus",17370.2895307597,687750,19,FALSE,43,38,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"lut",42.343928117305,10,1,FALSE,NA,38,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"luu",31.2461515348405,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"luv",0.176618091762066,30000,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"luw",689.123767317855,1,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"luz",23644.6177661102,875000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lva",35.32508601062,56,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lvk",176.679216580465,1780,0,TRUE,20,NA,835310.226778929,835310.226778929,1599048.56665126,131.377661077306,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lvu",168.459899509326,4000,4,TRUE,NA,NA,30106.3920629795,30106.3920629795,652213.814650935,1278.61609786004,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lwa",3354.9992814014,21000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lwe",170.303945178166,4000,2,TRUE,NA,NA,30106.3920629795,30106.3920629795,652213.814650935,1278.61609786004,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lwg",479.561934462305,309000,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"lwh",345.184938391671,1600,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lwl",199.148757917807,7000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lwm",4936.50913192518,1600,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lwo",5443.83354555536,80000,6,FALSE,32,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"lwt",248.476596524008,6000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lww",187.189788173884,2200,6,TRUE,NA,22,538955.103851339,538955.103851339,1840918.20677633,452.601754624397,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"lya",415.957426249981,1100,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lyg",1277.54783400334,6000,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lyn",9638.37639213051,2880,7,FALSE,22,23,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"lzl",43.6107012219727,15,4,TRUE,NA,NA,518849.552386225,518849.552386225,1792338.99515383,2073.62343852222,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"lzn",1020.85819889233,7000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"lzz",4949.05324654654,21000,3,FALSE,216,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"maa",169.519565612078,18900,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"mab",53.1920423414558,960,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"mad",30031.9023095262,6770000,5,FALSE,35,31,0,0,0,NA,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mae",122.446493535594,2000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"maf",1179.69029943552,140910,16,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mag",25200.4465587717,14000000,4,FALSE,50,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"mah",32.8218655139208,43900,0,TRUE,NA,28,2055239.65965309,2055239.65965309,3283209.18074699,20.4026045734063,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mai",21836.1601719297,33890000,10,FALSE,93,44,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"maj",193.926596129313,17500,5,FALSE,NA,27,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"mak",4619.18791436963,2130000,4,FALSE,23,NA,0,0,0,NA,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mal",33388.0687040817,33000000,3,FALSE,96,35,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"mam",2563.46307621524,537980,9,FALSE,43,31,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"maq",44.9523466508836,1500,4,FALSE,71,NA,0,0,0,NA,FALSE,TRUE,"North America",0,0,0,1,0,0,0
"mar",209474.9805881,71700000,15,FALSE,55,52,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"mas",94078.5007186138,1297000,29,FALSE,71,30,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"mat",64.1526879761368,650,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"mau",518.987427230924,74600,7,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"mav",11707.2881878202,9160,1,FALSE,27,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"maw",5548.71083448482,220000,7,FALSE,68,26,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"max",95.3910459456965,NA,NA,FALSE,27,NA,0,0,0,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"maz",1987.64712333493,74000,4,FALSE,123,NA,0,0,0,NA,FALSE,TRUE,"North America",0,0,0,1,0,0,0
"mba",350.554232187569,30000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mbb",1354.14735315274,15000,4,FALSE,NA,23,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mbc",15462.4736992735,18030,4,FALSE,22,17,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"mbd",1705.47555087879,10000,7,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mbe",7235.40070162341,0,4,FALSE,30,27,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"mbf",75.0242732870393,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"mbh",1145.05062344484,2500,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mbi",3218.11646458879,14600,6,FALSE,NA,21,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mbj",4159.90247479884,400,1,FALSE,34,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mbk",46.8104233345948,3330,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mbl",3469.73265814735,1270,1,FALSE,40,16,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"mbm",4931.66507545448,24800,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mbn",4746.86315265624,300,2,FALSE,22,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mbo",1357.417892661,45000,9,FALSE,102,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"mbp",864.965192350559,1850,3,FALSE,27,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mbq",490.150706054643,2610,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mbr",1576.26206639933,700,1,FALSE,24,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mbs",1658.67556693312,58000,3,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mbt",1536.34341771062,50000,6,FALSE,NA,19,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mbu",936.301969998167,100000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mbv",300.120319866226,5000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mbw",673.91007988248,11000,4,FALSE,NA,22,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mbx",123.182821967173,80,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mby",599.312170643359,0,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"mbz",146.19799455069,5630,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"mca",944.702274940908,1500,1,FALSE,32,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mcb",24062.9600464525,5910,7,FALSE,27,18,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"mcc",514.082188419998,860,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mcd",6520.99728131434,453,5,FALSE,45,19,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"mce",381.981588194147,850,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"mcf",4345.09628600208,2230,4,FALSE,42,18,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"mcg",1143.24042633222,12,3,FALSE,19,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mch",52919.7830268785,5950,11,FALSE,26,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"mci",290.364941263571,4000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"mcj",66.591799486021,100,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mck",34870.6155778314,218000,9,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mcl",3630.43402425718,450,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"mcm",13.4628192889504,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"mcn",8968.10232410533,233000,10,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"mco",401.7987654116,5000,6,FALSE,NA,21,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"mcp",8352.2977329889,80000,8,FALSE,55,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"mcq",851.279641845264,10000,6,FALSE,NA,18,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mcr",674.817671403289,20000,4,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mcs",316.397369204904,10000,2,FALSE,54,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"mct",300.223375583999,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"mcu",1197.6771682697,30000,8,FALSE,100,26,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"mcv",515.402819493786,300,4,FALSE,NA,16,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"mcw",459.237010978162,6560,3,FALSE,33,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
