"LANG_ISO","area","L1_pop","Bordering_LR","IE","PC_Phoible","PC_Creanza","min_dist11k","min_dist25k","min_distCont","max_areakm2","in_Phoible","in_Creanza","macroarea","macroarea_Africa","macroarea_Australia","macroarea_Eurasia","macroarea_North America","macroarea_Papunesia","macroarea_South America","macroarea_NA"
"bvf",29.6706757086795,100,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bvg",300.294068771007,3000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bvh",45.849579975591,20,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bvi",2483.62245432357,16000,7,FALSE,43,44,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"bvj",68.8503342035401,5000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bvk",3312.42103205249,400,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bvl",131120.41031673,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"bvm",181.743043391616,31000,7,FALSE,32,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"bvn",261.225839454681,750,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bvo",4975.27839135495,1800,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bvr",4072.39036536403,1070,7,FALSE,47,19,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"bvt",102.593026866671,3500,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bvu",3711.15884779324,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"bvv",8687.14660346601,0,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"bvw",191.121066848515,10000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bvx",2211.06638811025,4000,4,FALSE,31,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"bvz",8465.48237540503,1500,17,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bwa",16.0120576545596,150,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bwb",28.7029561884701,1630,0,TRUE,NA,NA,1177486.37146045,1177486.37146045,2639778.70178767,33.9826667383313,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bwc",12835.7683892653,32000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bwd",158.21358922869,6500,2,TRUE,NA,20,27422.2484336467,27422.2484336467,803661.841280275,1348.78245127946,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"bwe",738.499034469947,17200,11,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"bwf",18.0121799260378,610,2,TRUE,NA,NA,41205.8784619002,41205.8784619002,808868.452094112,1348.78245127946,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bwg",2054.86433587642,17000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bwh",249.603236690164,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"bwi",9759.27511536842,610,8,FALSE,87,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"bwj",575.296050409437,69200,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bwk",1257.78182386607,520,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bwm",115.893265205901,3040,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bwn",724.025612654164,5800,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"bwo",3827.77187203616,37500,4,FALSE,57,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"bwp",6057.18810359947,20000,10,FALSE,NA,19,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"bwq",8624.25806909689,160000,8,FALSE,38,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"bwr",5387.23657820374,250000,14,FALSE,NA,40,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"bws",2045.76634373661,23000,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bwt",1162.61691737766,8400,10,FALSE,47,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"bwu",2252.57704732126,150000,5,FALSE,46,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"bww",33531.5799181965,200000,11,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bwx",9410.52289909497,258000,19,FALSE,NA,45,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"bwy",454.172217885847,24000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bwz",1391.55157626365,4250,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"bxa",1316.23882389814,4980,2,TRUE,NA,NA,1043861.15361118,1043861.15361118,1735961.23592413,3318.80156867579,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"bxb",6308.37355000922,8000,3,FALSE,38,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
